"id","site_name","lac_id","cell_name","cell_id","laccellid","antenna_direction","cell_beamspan","cell_beamrange","latitude","longitude","site_address","union_ward","thana","district","division","bts_type","operator","cell_type_2g_3g","createat","updateat"
"170","PIRERBAZAR W","7901","N/A","276","7901276","210","120","1000","91.96809605","24.93083714","Rafi Tower, United Housing, Flat Number-69, Khadimnogor, Sylhet.","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"171","ASHUGANJ W","7901","N/A","871","7901871","30","120","1000","91.00166409","24.04046784","BTCL Exchange, Ashuganj, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"172","ASHUGANJ W","7901","N/A","872","7901872","120","120","1000","91.00166409","24.04046784","BTCL Exchange, Ashuganj, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"173","ASHUGANJ W","7901","N/A","873","7901873","210","120","1000","91.00166409","24.04046784","BTCL Exchange, Ashuganj, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"174","ASHUGANJ W","7901","N/A","874","7901874","30","120","1000","91.00166409","24.04046784","BTCL Exchange, Ashuganj, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"175","ASHUGANJ W","7901","N/A","875","7901875","120","120","1000","91.00166409","24.04046784","BTCL Exchange, Ashuganj, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"176","ASHUGANJ W","7901","N/A","876","7901876","210","120","1000","91.00166409","24.04046784","BTCL Exchange, Ashuganj, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"177","BEERTOLA W","7901","N/A","881","7901881","0","120","1000","91.07539904","24.04556589","Vill.-Beertola Bazar, P.O- Beertola Bazar, P.S.- Sarail,Dist.- Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"178","BEERTOLA W","7901","N/A","882","7901882","100","120","1000","91.07539904","24.04556589","Vill.-Beertola Bazar, P.O- Beertola Bazar, P.S.- Sarail,Dist.- Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"179","BEERTOLA W","7901","N/A","883","7901883","260","120","1000","91.07539904","24.04556589","Vill.-Beertola Bazar, P.O- Beertola Bazar, P.S.- Sarail,Dist.- Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"180","BEERTOLA W","7901","N/A","884","7901884","0","120","1000","91.07539904","24.04556589","Vill.-Beertola Bazar, P.O- Beertola Bazar, P.S.- Sarail,Dist.- Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"181","BEERTOLA W","7901","N/A","885","7901885","100","120","1000","91.07539904","24.04556589","Vill.-Beertola Bazar, P.O- Beertola Bazar, P.S.- Sarail,Dist.- Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"182","BEERTOLA W","7901","N/A","886","7901886","260","120","1000","91.07539904","24.04556589","Vill.-Beertola Bazar, P.O- Beertola Bazar, P.S.- Sarail,Dist.- Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"183","SARAIL W","7901","N/A","931","7901931","0","120","1000","91.11783418","24.07238588","Sarail telephone exchange, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"184","SARAIL W","7901","N/A","932","7901932","120","120","1000","91.11783418","24.07238588","Sarail telephone exchange, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"185","SARAIL W","7901","N/A","933","7901933","260","120","1000","91.11783418","24.07238588","Sarail telephone exchange, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"186","SARAIL W","7901","N/A","934","7901934","0","120","1000","91.11783418","24.07238588","Sarail telephone exchange, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"187","SARAIL W","7901","N/A","935","7901935","120","120","1000","91.11783418","24.07238588","Sarail telephone exchange, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"188","SARAIL W","7901","N/A","936","7901936","260","120","1000","91.11783418","24.07238588","Sarail telephone exchange, Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"189","GOKORNOGHAT W","7901","N/A","1041","79011041","0","120","1000","91.08369","23.95525"," Vill: Gokornoghat-3400, P.S: Brahmanbaria Sadar, Dist: Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"190","GOKORNOGHAT W","7901","N/A","1042","79011042","120","120","1000","91.08369","23.95525"," Vill: Gokornoghat-3400, P.S: Brahmanbaria Sadar, Dist: Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"191","GOKORNOGHAT W","7901","N/A","1043","79011043","270","120","1000","91.08369","23.95525"," Vill: Gokornoghat-3400, P.S: Brahmanbaria Sadar, Dist: Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"192","GOKORNOGHAT W","7901","N/A","1044","79011044","0","120","1000","91.08369","23.95525"," Vill: Gokornoghat-3400, P.S: Brahmanbaria Sadar, Dist: Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"193","GOKORNOGHAT W","7901","N/A","1045","79011045","120","120","1000","91.08369","23.95525"," Vill: Gokornoghat-3400, P.S: Brahmanbaria Sadar, Dist: Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"194","GOKORNOGHAT W","7901","N/A","1046","79011046","270","120","1000","91.08369","23.95525"," Vill: Gokornoghat-3400, P.S: Brahmanbaria Sadar, Dist: Brahmanbaria","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"195","N/A","4902","N/A","45391","490245391","0","120","1000","89.03441","22.81314","Mufti Traders, Jhaudanga Bazar, Satkhira","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"196","N/A","4902","N/A","45392","490245392","100","120","1000","89.03441","22.81314","Mufti Traders, Jhaudanga Bazar, Satkhira","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"197","N/A","4902","N/A","45393","490245393","220","120","1000","89.03441","22.81314","Mufti Traders, Jhaudanga Bazar, Satkhira","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"198","N/A","4902","N/A","45394","490245394","0","120","1000","89.03441","22.81314","Mufti Traders, Jhaudanga Bazar, Satkhira","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"199","N/A","4902","N/A","45395","490245395","100","120","1000","89.03441","22.81314","Mufti Traders, Jhaudanga Bazar, Satkhira","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"200","","","","","","0","","","","","","","","","","",",","","2018-05-15 18:11:56","2018-05-15 18:11:56"
